,imgs,masks
27,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_28.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_28.png
28,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_29.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_29.png
29,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_30.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_30.png
30,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_31.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_31.png
31,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_32.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_32.png
32,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_33.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_33.png
33,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_34.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_34.png
34,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_35.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_35.png
35,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_36.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_36.png
36,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_37.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_37.png
37,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_38.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_38.png
38,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_39.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_39.png
39,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_40.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_40.png
40,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_41.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_41.png
41,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_42.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_42.png
42,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_43.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_43.png
43,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_44.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_44.png
44,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_45.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_45.png
45,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_46.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_46.png
46,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_47.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_47.png
47,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_48.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_48.png
48,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_49.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_49.png
49,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_50.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_50.png
50,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_51.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_51.png
51,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_52.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_52.png
52,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_53.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_53.png
53,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_54.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_54.png
54,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_55.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_55.png
55,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_56.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_56.png
56,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_57.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_57.png
57,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_58.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_58.png
58,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_59.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_59.png
59,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_60.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_60.png
60,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_61.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_61.png
61,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_62.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_62.png
62,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_63.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_63.png
63,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_64.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_64.png
64,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_65.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_65.png
65,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_66.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_66.png
66,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_67.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_67.png
67,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_68.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_68.png
68,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_69.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_69.png
69,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_70.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_70.png
70,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_71.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_71.png
71,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_72.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_72.png
72,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_73.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_73.png
73,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_74.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_74.png
74,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/img/case5016_75.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5016/mask_anatomy_inst/case5016_75.png
75,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_01.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_01.png
76,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_02.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_02.png
77,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_03.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_03.png
78,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_04.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_04.png
79,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_05.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_05.png
80,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_06.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_06.png
81,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_07.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_07.png
82,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_08.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_08.png
83,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_09.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_09.png
84,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_10.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_10.png
85,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_11.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_11.png
86,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_12.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_12.png
87,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_13.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_13.png
88,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_14.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_14.png
89,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_15.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_15.png
90,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_16.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_16.png
91,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_17.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_17.png
92,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_18.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_18.png
93,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_19.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_19.png
94,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_20.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_20.png
95,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_21.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_21.png
96,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_22.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_22.png
97,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_23.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_23.png
98,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_24.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_24.png
99,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_25.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_25.png
100,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_26.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_26.png
101,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_27.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_27.png
102,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_28.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_28.png
103,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_29.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_29.png
104,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/img/case5032_30.png,/data/halyusuf/data/CataractData/semantic_segmentation/Annotations/Images-and-Supervisely-Annotations/case_5032/mask_anatomy_inst/case5032_30.png
